"date","world_us_sim","north_america_us_sim","europe_us_sim","pacific_us_sim","emerging_us_sim","world_eu_sim","north_america_eu_sim","europe_eu_sim","pacific_eu_sim","emerging_eu_sim"
1975-01-01,100,100,100,100,NA,100,100,100,100,NA
1975-01-02,101.226571062822,101.128993540935,101.842823540935,100.887348854687,NA,101.519621062822,101.420933540935,102.138433540935,101.180258854687,NA
1975-01-03,102.175568567422,101.981153029039,103.422099091363,101.492109507388,NA,101.904480979954,101.708123777367,103.158254198708,101.223094307289,NA
1975-01-04,102.216144818619,101.922307854299,104.101072009191,101.194614969206,NA,101.87379177183,101.579097436355,103.766838169572,100.856673634514,NA
1975-01-05,102.134304671536,101.745071915704,104.66055274714,100.778181087244,NA,101.736108770895,101.346678821379,104.270259795738,100.386872867043,NA
1975-01-06,102.159754547498,101.672319212746,105.332142200953,100.466406092575,NA,101.688584373484,101.202291750994,104.867892580998,100.005363319614,NA
1975-01-07,101.816762843183,101.232853302467,105.625473407665,99.7932321140485,NA,100.775542199963,100.195367403799,104.565269988572,98.7795390309841,NA
1975-01-08,100.737233523216,100.060989127049,105.148379078041,98.4039577598604,NA,99.6489710375585,98.9777479660811,104.037773960773,97.3507851746946,NA
1975-01-09,103.234381546455,102.44288339833,108.405532950292,100.507914994486,NA,102.585460578838,101.796665294801,107.74879920044,99.8869037930992,NA
1975-01-10,106.17991783344,105.268605192247,112.163671534409,103.036593916503,NA,105.138505327498,104.233218336742,111.094244336201,102.036635747941,NA
1975-01-11,106.495211524064,105.478475863659,113.190684321641,102.99606584533,NA,105.486910806733,104.476024130475,112.154507198728,102.029686537646,NA
1975-01-12,106.662186456416,105.54139881733,114.066403662671,102.813888019497,NA,105.706645833786,104.591370619124,113.084738765924,101.899051150463,NA
1975-01-13,106.548023509482,105.328507366793,114.645816314729,102.360926176894,NA,105.657541866892,104.443283378446,113.735226577696,101.511994546838,NA
1975-01-14,105.84539852565,104.530026119768,114.591039334862,101.342908311406,NA,105.305908718148,103.99413936319,114.060489406668,100.835818966199,NA
1975-01-15,106.85971177926,105.430202963388,116.396018085616,101.96928926381,NA,106.55795670573,105.128637118857,116.121947979924,101.691548861165,NA
1975-01-16,107.22207734514,105.686508961367,117.504308168201,101.970651918198,NA,106.245421287885,104.720798060118,116.494590379023,101.059753740971,NA
1975-01-17,106.291295476447,104.66577965571,117.197515019849,100.745192170694,NA,105.186758824295,103.574701030327,116.046619109509,99.7195257991385,NA
1975-01-18,105.970577870587,104.250739786853,117.560522060472,100.104877533329,NA,104.85662074358,103.15111783727,116.397527014068,99.0761762317345,NA
1975-01-19,105.882728047199,104.064568103051,118.188007008812,99.6907445266621,NA,104.759418743931,102.956583107862,117.012394537039,98.6568984509555,NA
1975-01-20,105.955234345714,104.035039338883,118.997525503761,99.4269428293551,NA,104.821652981697,102.918135345816,117.808031191109,98.386155552718,NA
1975-01-21,105.308019734301,103.300661556354,119.000163886028,98.4876863802216,NA,103.305765457693,101.331510027821,116.826193744967,96.6418486415119,NA
1975-01-22,106.721754126592,104.587275675182,121.326840930592,99.4789300113405,NA,104.081487873688,101.992404464381,118.423813614457,97.0409981039657,NA
1975-01-23,107.51000895783,105.259627533904,122.968109550951,99.8773298078822,NA,104.367273262259,102.17431821793,119.483163333864,96.9817965637867,NA
1975-01-24,110.937864687703,108.514036772654,127.644960633392,102.723881872366,NA,107.514929141697,105.157065651355,123.824015469713,99.5787186383984,NA
1975-01-25,113.140039678517,110.565018368176,130.962513462926,104.413851296437,NA,109.536166669322,107.033369736863,126.91475034035,101.112630144927,NA
1975-01-26,114.993881046396,112.269472754088,133.915487942744,105.77166252505,NA,111.245650694615,108.599034567463,129.680237357862,102.348929887233,NA
1975-01-27,117.20510079246,114.319681024701,137.314833198589,107.446353329924,NA,113.266811869157,110.466274177344,132.837277147355,103.86122081974,NA
1975-01-28,119.726210566937,116.669390471189,141.112097614944,109.396106736978,NA,115.29187567148,112.33493264858,136.031168676211,105.369226431048,NA
1975-01-29,124.898413776849,121.59396366893,148.093016781071,113.744368394184,NA,122.324688650261,119.07711966423,145.184069728157,111.431778360669,NA
1975-01-30,123.870592288724,120.479497334832,147.78087395852,112.431880594939,NA,120.337238722465,117.02925080106,143.715499718759,109.256887375004,NA
1975-01-31,125.126757705572,121.581932041258,150.191979543164,113.189611524341,NA,121.978450176584,118.50876770897,146.565209561104,110.376009559124,NA
1975-02-01,125.656064241768,121.836178409016,151.299090587796,114.031792058688,NA,122.264080487943,118.53379746891,147.375158069577,110.991297155825,NA
1975-02-02,126.019176733755,121.926008837855,152.213213096257,114.726325015402,NA,122.260277564957,118.278554634983,147.84027876707,111.346015165011,NA
