date,days,world_eu_price,world_eu_ndtr_l1,world_eu_gdtr_l1,world_eu_ndtr_l2,world_eu_gdtr_l2
1975-02-02,365,110.938,111.117804502367,111.1689626496,122.32402,122.43606
1975-02-03,365,110.917,111.100173130279,111.152552838202,122.25909,122.37304
1975-02-04,365,112.173,112.365713837933,112.420558434226,125.01971,125.14108
1975-02-05,365,113.641,113.844055411484,113.901891578429,128.28972,128.41927
1975-02-06,365,113.821,114.029184818409,114.088518416537,128.68758,128.82055
1975-02-07,365,114.098,114.311531651986,114.372769725845,129.30779,129.44503
1975-02-08,365,114.178,114.39577042974,114.458156371596,129.48175,129.62155
1975-02-09,365,114.2,114.421237967201,114.484578949271,129.52305,129.66505
1975-02-10,365,114.148,114.372506813791,114.436740177059,129.39649,129.54048
1975-02-11,365,114.005,114.232925118093,114.297952111164,129.06609,129.21219
1975-02-12,365,115.433,115.671840984614,115.740068587449,132.30623,132.46115
1975-02-13,365,116.686,116.935177770758,117.006405389093,135.17977,135.34329
1975-02-14,365,116.79,117.043659685133,117.116267685744,135.41494,135.58136
1975-02-15,365,116.735,116.99174508954,117.065091324772,135.27957,135.44806
1975-02-16,365,116.514,116.77478126079,116.849260585024,134.76297,134.93382
1975-02-17,365,116.213,116.478966017979,116.554718377042,134.06552,134.23891
1975-02-18,365,115.578,115.848889345999,115.926139160763,132.60556,132.78156
1975-02-19,365,116.358,116.638627887443,116.718816491026,134.40747,134.59094
1975-02-20,365,117.333,117.624025683032,117.707020896087,136.67142,136.86322
1975-02-21,365,117.43,117.725895832874,117.810208015219,136.8991,137.09381
1975-02-22,365,117.191,117.490565991532,117.576020537296,136.34179,136.53885
1975-02-23,365,116.8,117.104634846938,117.191641565218,135.43437,135.63402
1975-02-24,365,116.228,116.538227018608,116.62647653536,134.11092,134.31303
1975-02-25,365,114.414,114.728072817567,114.817503427982,129.92298,130.12414
1975-02-26,365,115.532,115.856235751035,115.948667884887,132.45422,132.66441
1975-02-27,365,116.099,116.432928546416,116.52801766697,133.74731,133.96441
1975-02-28,365,117.241,117.586314137177,117.684492171964,136.36689,136.59349
1975-03-01,365,117.47,117.821154218183,117.921182841456,136.88143,137.11239
1975-03-02,365,117.556,117.910535479463,118.011575870346,137.05925,137.29304
1975-03-03,365,117.775,118.135335473586,118.238253773561,137.5529,137.79098
1975-03-04,365,118.762,119.133711918073,119.239808533658,139.85084,140.09826
1975-03-05,365,118.567,118.942215626783,119.049287841999,139.37733,139.62685
1975-03-06,365,119.33,119.716036957315,119.825833493259,141.16543,141.42348
1975-03-07,365,120.812,121.210785502115,121.324410846051,144.6667,144.93679
1975-03-08,365,121.564,121.973832105259,122.090665598638,146.46379,146.74275
1975-03-09,365,122.145,122.56448307021,122.683922000551,147.85786,148.14481
1975-03-10,365,122.337,122.762346245865,122.883342928901,148.31066,148.60195
1975-03-11,365,120.773,121.201235175567,121.323298316465,144.51381,144.80335
1975-03-12,365,119.676,120.107600345771,120.230794262685,141.88092,142.17043
1975-03-13,365,120.085,120.524876151855,120.650496049129,142.84477,143.14089
1975-03-14,365,120.63,121.080264372629,121.208429636676,144.14083,144.44477
1975-03-15,365,120.948,121.404975475251,121.535235202661,144.89355,145.20329
1975-03-16,365,121.16,121.623163704841,121.755237928359,145.39327,145.70763
1975-03-17,365,121.131,121.597451287213,121.730484145063,145.31081,145.62735
1975-03-18,365,120.107,120.576790747448,120.710850779188,142.84972,143.16611
1975-03-19,365,119.208,119.682733254482,119.818045786155,140.70988,141.02656
1975-03-20,365,118.528,119.006863991106,119.143296592044,139.10111,139.41892
1975-03-21,365,118.195,118.678479685966,118.816212893662,138.31641,138.63612
1975-03-22,365,117.602,118.089542882191,118.228519139681,136.92782,137.24886
1975-03-23,365,116.685,117.177119376633,117.317079276077,134.79687,135.11777
1975-03-24,365,116.129,116.625159478209,116.766377130842,133.5129,133.83511
1975-03-25,365,116.725,117.231482773905,117.37548707936,134.88528,135.21575
1975-03-26,365,118.436,118.958377717864,119.106861248091,138.84544,139.19105
1975-03-27,365,119.304,119.83847704126,119.990487872037,140.89429,141.25036
1975-03-28,365,119.321,119.859046975363,120.01218219897,140.9359,141.2944
1975-03-29,365,119.37,119.911206451123,120.065305486718,141.04761,141.40882
1975-03-30,365,119.45,119.995690109045,120.150970264866,141.23004,141.59429
1975-03-31,365,119.487,120.036585097083,120.19296825675,141.30646,141.67329
1975-04-01,365,118.764,119.317861804326,119.475386673564,139.59295,139.96016
1975-04-02,365,118.273,118.830550270225,118.989211244337,138.43416,138.80266
1975-04-03,365,118.107,118.668439599082,118.827894454318,138.04089,138.41109
1975-04-04,365,117.686,118.252143313669,118.412920918616,137.06248,137.43412
1975-04-05,365,117.494,118.062850943891,118.224903418525,136.61373,136.98703
1975-04-06,365,117.41,117.982285368655,118.144801288309,136.41668,136.79178
1975-04-07,365,117.485,118.061626543051,118.225459683318,136.59045,136.96851
1975-04-08,365,117.957,118.543305833291,118.70968818577,137.68888,138.07471
1975-04-09,365,119.312,119.91267573213,120.083662224892,140.851,141.25117
1975-04-10,365,120.735,121.351346718483,121.526613098367,144.21355,144.6289
1975-04-11,365,121.268,121.894735811031,122.073143257654,145.49127,145.91545
1975-04-12,365,121.837,122.474856928762,122.656108760892,146.8618,147.29525
1975-04-13,365,122.463,123.111545365276,123.296091405431,148.37535,148.81871
1975-04-14,365,123.035,123.694360164853,123.881838232636,149.76595,150.21884
1975-04-15,365,123.655,124.325416357505,124.516258229242,151.27745,151.74044
1975-04-16,365,124.139,124.820074296643,125.01383708673,152.46232,152.93414
1975-04-17,365,125.3,125.996233743018,126.19423097783,155.31407,155.8007
1975-04-18,365,124.438,125.136704353725,125.335636269577,153.17045,153.65577
1975-04-19,365,124.55,125.253757073976,125.454120670522,153.4311,153.92023
1975-04-20,365,124.922,125.634055974709,125.83683084822,154.33488,154.83164
1975-04-21,365,125.271,125.9925605405,126.197846698986,155.18607,155.69022
1975-04-22,365,125.585,126.314088200939,126.521870941005,155.94841,156.4595
1975-04-23,365,124.679,125.411215021929,125.619609446489,153.68898,154.19812
1975-04-24,365,123.938,124.672901315741,124.882280463146,151.84993,152.35822
1975-04-25,365,124.542,125.288774937984,125.501403177941,153.32245,153.84124
1975-04-26,365,124.781,125.535124386881,125.74977540809,153.89727,154.42191
1975-04-27,365,124.86,125.618628524132,125.834327656651,154.07319,154.60122
1975-04-28,365,124.761,125.522880378487,125.739762641813,153.80973,154.33954
1975-04-29,365,124.039,124.803912205562,125.021624793834,152.0175,152.54635
1975-04-30,365,124.994,125.772903029902,125.994531917083,154.35088,154.89374
1975-05-01,365,126.095,126.889066835144,127.115405475314,157.06453,157.62298
1975-05-02,365,127.566,128.379162656754,128.61036710695,160.72716,161.30489
1975-05-03,365,127.735,128.554007096627,128.786981178781,161.13932,161.72204
1975-05-04,365,127.72,128.542007968401,128.776134015314,161.08394,161.66907
1975-05-05,365,127.56,128.385529541119,128.620658005624,160.66763,161.25435
1975-05-06,365,125.819,126.642227625911,126.876489746649,156.28098,156.85795
1975-05-07,365,126.23,127.06244199401,127.299529121853,157.29502,157.88076
1975-05-08,365,126.951,127.796837617512,128.037692502385,159.08974,159.68811
1975-05-09,365,127.722,128.581188795263,128.825919714302,161.01874,161.63042
1975-05-10,365,127.906,128.771950446049,129.018665465135,161.47228,162.08933
1975-05-11,365,128.028,128.89953301352,129.147718897149,161.76745,162.38881
1975-05-12,365,128.219,129.096416668503,129.346583560707,162.23754,162.86441
1975-05-13,365,127.573,128.453606227792,128.704653989392,160.59652,161.22239
1975-05-14,365,127.812,128.69995567669,128.952748087144,161.18655,161.81878
1975-05-15,365,128.099,128.995036278997,129.250627883885,161.89948,162.53892
1975-05-16,365,127.284,128.182768762106,128.438759418258,159.8319,160.46875
1975-05-17,365,127.248,128.149709939441,128.406496060255,159.72186,160.36087
1975-05-18,365,127.35,128.256722572809,128.515245827319,159.96127,160.60426
1975-05-19,365,127.322,128.232724316356,128.491882706006,159.87355,160.51878
1975-05-20,365,127.045,127.958213648151,128.218478560164,159.16198,159.80812
1975-05-21,365,125.641,126.553091244799,126.813075560228,155.63812,156.27593
1975-05-22,365,125.555,126.47056662822,126.731304635633,155.40685,156.04638
1975-05-23,365,126.422,127.351645472288,127.616878186354,157.54686,158.20118
1975-05-24,365,126.354,127.287731748469,127.553463999933,157.36201,158.01818
1975-05-25,365,126.093,127.029628051513,127.29646966549,156.69767,157.35471
1975-05-26,365,125.817,126.757566184987,127.025290578821,156.00008,156.65791
1975-05-27,365,126.159,127.107989705238,127.378518722482,156.83613,157.50213
1975-05-28,365,124.961,125.909791043753,126.180046225604,153.85213,154.5112
1975-05-29,365,124.667,125.618628524132,125.889676003571,153.11483,153.77451
1975-05-30,365,126.677,127.653337839128,127.93144592689,158.04939,158.73655
1975-05-31,365,127.131,128.118120397783,128.399264617943,159.17396,159.87128
1975-06-01,365,127.472,128.46780927753,128.751658364415,160.01702,160.72275
1975-06-02,365,127.871,128.87749379841,129.164128708548,161.01162,161.7268
1975-06-03,365,127.923,128.933571356857,129.221423982244,161.12656,161.84502
1975-06-04,365,127.68,128.693588792324,128.982508253579,160.50386,161.22315
1975-06-05,365,128.035,129.058705122648,129.350199281862,161.39301,162.12112
1975-06-06,365,128.342,129.37411077889,129.668382743554,162.16013,162.89625
1975-06-07,365,128.196,129.230611000507,129.525700824106,161.77809,162.51552
1975-06-08,365,127.878,128.915939984768,129.211689348364,160.9677,161.7055
1975-06-09,365,127.314,128.355164400301,128.651808834041,159.54516,160.28155
1975-06-10,365,126.119,127.158924780159,127.455283263939,156.54826,157.27664
1975-06-11,365,125.91,126.952980558964,127.250021555261,156.01731,156.74654
1975-06-12,365,125.228,126.272703452565,126.570544110407,154.32319,155.04973
1975-06-13,365,125.442,126.494075124338,126.793884424864,154.84349,155.57623
1975-06-14,365,125.645,126.704182308387,127.006099443457,155.3369,156.07565
1975-06-15,365,125.84,126.905963566729,127.209692357756,155.8102,156.55482
1975-06-16,365,125.965,127.035505175542,127.340692716547,156.10635,156.85548
1975-06-17,365,125.122,126.193362278169,126.498785952089,154.01474,154.75926
1975-06-18,365,125.088,126.163242017519,126.469582050448,153.91933,154.66589
1975-06-19,365,126.465,127.560528255498,127.872759991211,157.30565,158.07475
1975-06-20,365,127.188,128.298597081518,128.615095357692,159.10168,159.88552
1975-06-21,365,127.442,128.559884220657,128.878764869653,159.72547,160.51652
1975-06-22,365,127.703,128.828762645,129.149943956322,160.36927,161.1677
1975-06-23,365,128.015,129.150780065775,129.474524463135,161.14537,161.95223
1975-06-24,365,128.575,129.723554778469,130.051092921252,162.54783,163.36747
1975-06-25,365,128.383,129.533772648355,129.862241023972,162.04499,162.86541
1975-06-26,365,128.734,129.894726015824,130.226038198703,162.92069,163.75039
1975-06-27,365,128.826,129.991943442476,130.324497067094,163.13697,163.97079
1975-06-28,365,128.966,130.137402262203,130.471907237283,163.47492,164.3138
1975-06-29,365,129.166,130.344815764406,130.681062799514,163.96809,164.81331
1975-06-30,365,129.504,130.692790482977,131.032065884002,164.81595,165.67036
1975-07-01,365,130.057,131.258708550971,131.601681032205,166.21649,167.08399
1975-07-02,365,130.471,131.683330762092,132.02944865815,167.26542,168.1437
1975-07-03,365,130.877,132.100361688008,132.449706709388,168.29996,169.18896
1975-07-04,365,131.014,132.243371706056,132.594335555611,168.64171,169.53593
1975-07-05,365,130.928,132.160357329141,132.512286498619,168.40757,169.30341
1975-07-06,365,130.84,132.075383910883,132.428290514851,168.16889,169.06633
1975-07-07,365,130.731,131.969595678355,132.323156468942,167.87723,168.77607
1975-07-08,365,130.14,131.38065887458,131.734906450168,166.35661,167.25268
1975-07-09,365,131.641,132.905772560198,133.266581558153,170.19629,171.11969
1975-07-10,365,132.434,133.714611754738,134.080396950556,172.24763,173.18864
1975-07-11,365,132.529,133.814522863237,134.181915275309,172.48722,173.43273
1975-07-12,365,132.75,134.043485820214,134.41304329687,173.05928,174.01207
1975-07-13,365,133.074,134.37701260888,134.74930536434,173.9023,174.86466
1975-07-14,365,133.411,134.724742447283,135.100030316431,174.78373,175.75601
1975-07-15,365,133.94,135.267152019159,135.646004210925,176.17062,177.15666
1975-07-16,365,133.975,135.30657772619,135.686889673222,176.25137,177.24083
1975-07-17,365,132.689,134.01605924141,134.395242823489,172.86798,173.84492
1975-07-18,365,132.657,133.987408261767,134.36742958383,172.77242,173.75163
1975-07-19,365,132.564,133.897537240152,134.278427216924,172.51871,173.49944
1975-07-20,365,132.56,133.897537240152,134.27953974651,172.49611,173.47951
1975-07-21,365,132.279,133.619108489261,134.00196361472,171.75445,172.73766
1975-07-22,365,130.875,132.210312883391,132.591554231645,168.10348,169.07221
1975-07-23,365,130.573,131.910334677725,132.292283772922,167.31514,168.28342
1975-07-24,365,129.901,131.239852778043,131.621984697156,165.59156,166.55541
1975-07-25,365,129.296,130.635978284027,131.018715528966,164.04642,165.00663
1975-07-26,365,129.207,130.54978046493,130.933328883215,163.80873,164.77036
1975-07-27,365,129.278,130.626183077311,131.010927821862,163.97889,164.94443
1975-07-28,365,129.264,130.615408349924,131.001471320378,163.93121,164.89913
1975-07-29,365,130.081,131.449470201757,131.840318628474,166.00047,166.98689
1975-07-30,365,130.554,131.935557335018,132.330109778857,167.21467,168.21388
1975-07-31,365,130.953,132.345731616234,132.743692652576,168.24834,169.25898
1975-08-01,365,129.915,131.30523578287,131.702086827372,165.585,166.58564
1975-08-02,365,129.585,130.977341238065,131.375281261386,164.74195,165.74171
1975-08-03,365,129.431,130.826005294309,131.224533502438,164.34568,165.34616
1975-08-04,365,129.11,130.508150836388,130.907184437936,163.53183,164.53148
1975-08-05,365,127.782,129.174778322228,129.572148934336,160.17544,161.16066
1975-08-06,365,128.116,129.518590077945,129.919258165272,161.01499,162.01007
1975-08-07,365,128.511,129.924846276475,130.328669053043,162.01364,163.01997
1975-08-08,365,128.23,129.646172645416,130.050536656459,161.31063,162.31643
1975-08-09,365,128.277,129.697842360841,130.10338181181,161.43174,162.44106
1975-08-10,365,128.499,129.927295078154,130.335344230561,161.99621,163.01301
1975-08-11,365,128.854,130.292901168813,130.70414778843,162.90095,163.9283
1975-08-12,365,129.32,130.771886777206,131.186707496503,164.09169,165.13201
1975-08-13,365,128.456,129.906480263883,130.320881345938,161.91282,162.94504
1975-08-14,365,127.812,129.2626903025,129.677004847848,160.30114,161.32843
1975-08-15,365,128.283,129.746328634083,130.164570939058,161.49643,162.53679
1975-08-16,365,128.415,129.885175689276,130.305027799333,161.83708,162.8829
1975-08-17,365,128.413,129.886155209948,130.307252858506,161.83509,162.88353
1975-08-18,365,128.264,129.740451510054,130.162067747489,161.46698,162.51609
1975-08-19,365,126.842,128.310596209745,128.730242169878,157.9038,158.93585
1975-08-20,365,124.264,125.712172748266,126.125810408271,151.50348,152.50037
1975-08-21,365,124.921,126.385103449627,126.803340926348,153.12131,154.13451
1975-08-22,365,126.153,127.64035919023,128.065227609647,156.15674,157.19608
1975-08-23,365,126.642,128.143098174908,128.571706703825,157.37949,158.43234
1975-08-24,365,127.05,128.562088142168,128.994467946632,158.4005,159.46524
1975-08-25,365,127.278,128.798642384349,129.233383675297,158.97311,160.04563
1975-08-26,365,126.423,127.941561796735,128.375623364234,156.84365,157.90735
1975-08-27,365,126.372,127.893565283828,128.328340856815,156.70627,157.77161
1975-08-28,365,128.169,129.721350856958,130.164849071455,161.16587,162.26787
1975-08-29,365,129.24,130.814251046251,131.264306435149,163.85723,164.98393
1975-08-30,365,129.344,130.923222720961,131.374724996593,164.10552,165.23704
1975-08-31,365,129.271,130.853921633449,131.306304427033,163.90699,165.03989
1975-09-01,365,129.114,130.69940224751,131.152497211723,163.4953,164.6285
1975-09-02,365,127.793,129.370437576372,129.821355561674,160.14689,161.26295
1975-09-03,365,127.54,129.119435404285,129.570758272353,159.50483,160.62007
1975-09-04,365,128.176,129.772285931879,130.228263257876,161.0983,162.23057
1975-09-05,365,127.615,129.211510347411,129.66782647876,159.68628,160.81375
1975-09-06,365,127.661,129.261710781829,129.719280972128,159.79014,160.92107
1975-09-07,365,127.831,129.438514263045,129.898120103131,160.20662,161.34401
1975-09-08,365,127.857,129.468879403864,129.929549063945,160.26074,161.40119
1975-09-09,365,126.297,127.897728246682,128.355319699283,156.348,157.46676
1975-09-10,365,125.684,127.285038066622,127.742315897213,154.82771,155.94071
1975-09-11,365,125.413,127.015914762111,127.47391813451,154.15366,155.26547
1975-09-12,365,125.377,126.983100819614,127.441932908903,154.05643,155.17005
1975-09-13,365,125.283,126.891515636823,127.351261747617,153.81684,154.93139
1975-09-14,365,125.217,126.828336553508,127.288960090782,153.64549,154.76137
1975-09-15,365,125.115,126.729649845848,127.190779354788,153.38778,154.50448
1975-09-16,365,124.851,126.467628066206,126.929334902,152.73288,153.8484
1975-09-17,365,125.525,127.158190139655,127.624944025855,154.38187,155.51516
1975-09-18,365,127.327,128.992587477318,129.46840555041,158.81692,159.98902
1975-09-19,365,129.522,131.225404848138,131.712099593649,164.29375,165.51276
1975-09-20,365,129.585,131.293481534811,131.781632692794,164.44183,165.66483
1975-09-21,365,129.421,131.131615743836,131.620594035173,164.01451,165.23751
1975-09-22,365,129.176,130.887959976785,131.377506320559,163.38244,164.6044
1975-09-23,365,130.229,131.964698074997,132.460832005251,166.04754,167.29582
1975-09-24,365,130.105,131.843237511724,132.340122545134,165.71882,166.96763
1975-09-25,365,130.337,132.082975196088,132.582375862558,166.29844,167.55572
1975-09-26,365,130.306,132.05603837762,132.556231417279,166.20683,167.46612
1975-09-27,365,130.147,131.898825309835,132.399642878003,165.78772,167.04703
1975-09-28,365,129.781,131.534688500182,132.035845703272,164.84894,166.10554
1975-09-29,365,129.117,130.870083724529,131.371109275437,163.15994,164.40913
1975-09-30,365,127.388,129.126536929154,129.623325295307,158.7899,160.012
1975-10-01,365,125.582,127.304628480053,127.796829846944,154.28939,155.48312
1975-10-02,365,125.969,127.703538273546,128.199565557197,155.2396,156.44555
1975-10-03,365,129.065,130.850738191266,131.361652773953,162.87689,164.14852
1975-10-04,365,129.448,131.246709422744,131.761050895447,163.84701,165.13128
1975-10-05,365,129.699,131.507017041211,132.023886010219,164.48035,165.7738
1975-10-06,365,129.904,131.719573026939,132.238882352778,164.99483,166.2962
1975-10-07,365,128.936,130.746664119913,131.264306435149,162.53885,163.82668
1975-10-08,365,130.421,132.261737718647,132.78819383603,166.28748,167.61151
1975-10-09,365,131.484,133.348026143407,133.881532286999,169.00195,170.3541
1975-10-10,365,130.604,132.464988257996,132.997071265864,166.74672,168.08672
1975-10-11,365,130.756,132.623670606789,133.157831791089,167.13039,168.47697
1975-10-12,365,131.138,133.017682796923,133.555561118203,168.10709,169.4667
1975-10-13,365,131.407,133.296356427982,133.837031103546,168.7953,170.1649
1975-10-14,365,132.457,134.370645724515,134.918131729066,171.49932,172.89746
1975-10-15,365,132.043,133.957288001117,134.505105120139,170.42791,171.82213
1975-10-16,365,132.055,133.973694972365,134.522627461124,170.45278,171.85
1975-10-17,365,131.073,132.986338135433,133.533588658873,167.92312,169.30564
1975-10-18,365,130.895,132.810024414553,133.357808984233,167.46054,168.84258
1975-10-19,365,131.007,132.928546415811,133.477962179557,167.74098,169.12857
1975-10-20,365,131.313,133.244931592725,133.797814435628,168.52083,169.91955
1975-10-21,365,132.951,134.916238738573,135.478568508181,172.72869,174.16911
1975-10-22,365,132.559,134.525409990621,135.088070623378,171.70834,173.14497
1975-10-23,365,133.382,135.369022169002,135.937765094941,173.84295,175.30402
1975-10-24,365,132.326,134.306732000695,134.873352413216,171.09418,172.53836
1975-10-25,365,132.068,134.049852704579,134.616914343566,170.4192,171.86156
1975-10-26,365,131.915,133.899496281495,134.467279114204,170.0168,171.45898
1975-10-27,365,131.926,133.913699331232,134.482576396016,170.03187,171.47697
1975-10-28,365,133.598,135.620758981592,136.199487680125,174.34381,175.8324
1975-10-29,365,132.671,134.688500182436,135.265797224795,171.92494,173.39899
1975-10-30,365,131.47,133.478057512556,134.052583710898,168.82516,170.27891
1975-10-31,365,131.317,133.326476688632,133.901557819553,168.42734,169.88086
1975-11-01,365,131.079,133.090901967122,133.666257812044,167.81582,169.26776
1975-11-02,365,130.615,132.626609168803,133.202054842146,166.62728,168.07389
1975-11-03,365,130.395,132.408420939213,132.984277175621,166.06021,167.50545
1975-11-04,365,131.469,133.507198252535,134.090409716833,168.79917,170.27476
1975-11-05,365,132.37,134.431131125984,135.021040715802,171.11934,172.62175
1975-11-06,365,133.231,135.31465877173,135.911064384869,173.35183,174.88043
1975-11-07,365,132.86,134.944644838049,135.541148297413,172.38457,173.90924
1975-11-08,365,132.967,135.058269235949,135.656295109598,172.65498,174.18533
1975-11-09,365,133.027,135.12316248044,135.722768752382,172.80162,174.33629
1975-11-10,365,133.173,135.275477944868,135.877410364882,173.17171,174.71322
1975-11-11,365,134.078,136.204063541506,136.812491482195,175.52769,177.09687
1975-11-12,365,135.646,137.806314480009,138.424546852793,179.63754,181.2505
1975-11-13,365,135.135,137.295249569623,137.913339507873,178.28597,179.89222
1975-11-14,365,136.003,138.186613380742,138.81142901644,180.58327,182.21708
1975-11-15,365,136.275,138.468715334151,139.096514722938,181.30227,182.9473
1975-11-16,365,136.746,138.955292227748,139.587696535305,182.55736,184.21978
1975-11-17,365,137.02,139.239842982836,139.875285433372,183.28535,184.95918
1975-11-18,365,136.87,139.092180241599,139.728153395579,182.87599,184.54949
1975-11-19,365,135.703,137.914796394384,138.548037636876,179.76025,181.41186
1975-11-20,365,134.982,137.190440857766,137.82239021419,177.85346,179.49358
1975-11-21,365,135.006,137.218602077074,137.851872248228,177.90808,179.55166
1975-11-22,365,135.104,137.323165908763,137.958118823722,178.16028,179.80951
1975-11-23,365,135.291,137.518825162907,138.156427222486,178.64903,180.30677
1975-11-24,365,135.385,137.618491391238,138.257945547239,178.88813,180.55139
1975-11-25,365,136.207,138.462838210122,139.108752548388,181.06192,182.75224
1975-11-26,365,137.192,139.473948423339,140.127273384677,183.68501,185.40686
1975-11-27,365,137.404,139.695075214944,140.35089183153,184.24872,185.98014
1975-11-28,365,138.144,140.455673016409,141.11770284891,186.23741,187.99445
1975-11-29,365,138.082,140.397391536452,141.060407575214,186.06449,187.82299
1975-11-30,365,137.831,140.147124004868,140.810644683082,185.38202,187.13816
1975-12-01,365,137.435,139.75237717423,140.415696679934,184.3166,186.06765
1975-12-02,365,136.046,138.348724051885,139.008068620825,180.59259,182.31512
1975-12-03,365,134.214,136.495226061127,137.148475417268,175.73371,177.41696
1975-12-04,365,134.203,136.48787965609,137.142078372147,175.695,177.38075
1975-12-05,365,133.444,135.723853532274,136.376936149146,173.70607,175.3787
1975-12-06,365,133.25,135.53162260048,136.185024795503,173.19222,174.86342
1975-12-07,365,133.182,135.466484475822,136.120776211892,173.00351,174.67578
1975-12-08,365,133.229,135.518154191247,136.173621367243,173.11246,174.78875
1975-12-09,365,133.514,135.814948954729,136.473726223157,173.84786,175.53595
1975-12-10,365,134.495,136.821651324924,137.4877969411,176.4035,178.12317
1975-12-11,365,134.095,136.421517130592,137.087564422416,175.35266,177.06692
1975-12-12,365,134.372,136.709006447695,137.378490909243,176.07217,177.79811
1975-12-13,365,134.487,136.831201651472,137.502537958119,176.36619,178.09841
1975-12-14,365,134.576,136.926215156613,137.59932803213,176.58944,178.3271
1975-12-15,365,134.626,136.981313194388,137.655788908636,176.70926,178.45113
1975-12-16,365,135.608,137.989484845591,138.671528420959,179.28879,181.06297
1975-12-17,365,135.809,138.19959202964,138.884299704345,179.81571,181.59922
1975-12-18,365,135.765,138.158941921771,138.844526771634,179.69039,181.47561
1975-12-19,365,135.382,137.775459578855,138.461260329142,178.67076,180.45066
1975-12-20,365,134.981,137.373611223348,138.059080883682,177.60481,179.37899
1975-12-21,365,134.621,137.014616897221,137.700011959693,176.65163,178.42091
1975-12-22,365,134.534,136.929888359131,137.616015975925,176.40819,178.17805
1975-12-23,365,135.194,137.609675705194,138.3018904659,178.1353,179.929
1975-12-24,365,135.836,138.273056080007,138.971077012079,179.82726,181.64452
1975-12-25,365,136.404,138.859054321768,139.562664619612,181.32681,183.16559
1975-12-26,365,136.852,139.322612479583,140.030483310666,182.51167,184.36835
1975-12-27,365,137.141,139.623815086088,140.335316417321,183.27568,185.14503
1975-12-28,365,137.376,139.868695253977,140.58285425028,183.89291,185.77304
1975-12-29,365,137.52,140.020031197733,140.736383333194,184.26519,186.15286
1975-12-30,365,137.715,140.223771497418,140.942757571459,184.7808,186.67792
1975-12-31,365,137.817,140.332498291961,141.053454265299,185.04135,186.94461
1976-01-01,366,138.322,140.85482769007,141.580793289222,186.39572,188.31917
1976-01-02,366,138.88,141.43152048545,142.162924395271,187.90022,189.84572
1976-01-03,366,139.378,141.947238119026,142.683866374071,189.25052,191.21631
1976-01-04,366,139.861,142.446548781354,143.188120409077,190.56274,192.54843
1976-01-05,366,140.484,143.090093862568,143.837559555099,192.26596,194.27628
1976-01-06,366,141.387,144.020148740214,144.775143863982,194.74583,196.78949
1976-01-07,366,141.968,144.62059491188,145.381194356137,196.34867,198.41601
1976-01-08,366,142.255,144.919348716705,145.683246138827,197.13814,199.21896
1976-01-09,366,143.101,145.79038747389,146.561866379634,199.48597,201.5991
1976-01-10,366,143.498,146.202031036112,146.977952444923,200.5905,202.72137
