date,days,europe_us_price,europe_us_ndtr_l1,europe_us_gdtr_l1,europe_us_ndtr_l2,europe_us_gdtr_l2
1996-10-13,366,844.185,1413.19550151639,1575.25755737626,2304.41422,2863.2016
1996-10-14,366,846.766,1417.60619096392,1580.19408641498,2318.40471,2880.65738
1996-10-15,366,850.77,1424.42211225815,1587.81556463095,2340.28647,2907.93271
1996-10-16,366,853.922,1429.79943815598,1593.83135085541,2357.55335,2929.46701
1996-10-17,366,853.973,1429.95053064118,1594.01784645389,2357.6466,2929.64927
1996-10-18,366,856.165,1433.70518050679,1598.22259296269,2369.62709,2944.6074
1996-10-19,366,858.243,1437.26750671987,1602.21282226787,2381.00012,2958.81053
1996-10-20,366,860.273,1440.74904332755,1606.11299080939,2392.13076,2972.71276
1996-10-21,366,861.786,1443.35797821077,1609.03976981501,2400.3819,2983.03462
1996-10-22,366,860.231,1440.83298538421,1606.24537432509,2391.57112,2972.16092
1996-10-23,366,857.065,1435.63320200264,1600.47225520106,2373.873,2950.25373
1996-10-24,366,855.183,1432.56439525048,1597.07206636921,2363.30991,2937.20323
1996-10-25,366,851.797,1426.99815549434,1590.89055429503,2344.5334,2913.95514
1996-10-26,366,851.256,1426.15976429958,1589.9744503731,2341.37053,2910.09217
1996-10-27,366,850.978,1425.760408236,1589.54750239382,2339.65191,2908.02299
1996-10-28,366,850.437,1424.92187228584,1588.63120265826,2336.4915,2904.16276
1996-10-29,366,848.978,1422.55467090339,1586.0120603638,2328.32501,2894.08538
1996-10-30,366,851.07,1426.14246602751,1590.03114179398,2339.66179,2908.24636
1996-10-31,366,851.656,1427.19092145507,1591.21792766928,2342.67179,2912.05312
1996-11-01,366,852.771,1429.12962268375,1593.39740085095,2348.63391,2919.53005
1996-11-02,366,852.616,1428.93594798069,1593.19966960164,2347.59383,2918.30386
1996-11-03,366,852.397,1428.63520252248,1592.88261357984,2346.20232,2916.64096
1996-11-04,366,852.238,1428.43478865066,1592.6773603864,2345.13968,2915.38662
1996-11-05,366,854.213,1431.82593354375,1596.47731961666,2355.86204,2928.78541
1996-11-06,366,858.448,1439.04082488712,1604.54640077337,2379.18203,2957.86658
1996-11-07,366,868.812,1456.55030315001,1624.10053854824,2436.66466,3029.44444
1996-11-08,366,871.751,1461.57504506719,1629.72466375931,2453.05915,3049.90706
1996-11-09,366,873.364,1464.356496237,1632.84487286665,2461.97564,3061.0632
1996-11-10,366,874.647,1466.58108940995,1635.34392739069,2469.03429,3069.90885
1996-11-11,366,875.829,1468.63552259278,1637.65324526312,2475.52885,3078.05332
1996-11-12,366,876.936,1470.56368080209,1639.8217731383,2481.59631,3085.66696
1996-11-13,366,877.183,1471.0454750744,1640.37749220949,2482.79465,3087.22657
1996-11-14,366,876.356,1469.7307903131,1638.93101020047,2477.92016,3081.23888
1996-11-15,366,881.329,1478.19663382542,1648.39791030399,2506.01772,3116.27701
1996-11-16,366,882.478,1480.19645400702,1650.64658672204,2512.34455,3124.21487
1996-11-17,366,883.422,1481.85087168494,1652.51007748075,2517.50571,3130.70322
1996-11-18,366,883.677,1482.34672331643,1653.08165070347,2518.76073,3132.3345
1996-11-19,366,882.098,1479.77931715332,1650.23949694534,2509.5962,3121.01691
1996-11-20,366,886.421,1487.15094644307,1658.48552609821,2534.1452,3151.64233
1996-11-21,366,889.883,1493.06650514107,1665.10570796045,2553.86413,3176.25395
1996-11-22,366,889.054,1491.74878855802,1663.65596464173,2548.91401,3170.17303
1996-11-23,366,889.721,1492.93776128352,1665.00061681292,2552.53576,3174.74865
1996-11-24,366,891.548,1496.08457512034,1668.52948895817,2562.85421,3187.65629
1996-11-25,366,893.751,1499.86814390104,1672.76921183192,2575.36342,3203.29172
1996-11-26,366,896.994,1505.41462454306,1678.97769216896,2593.96191,3226.51151
1996-11-27,366,896.379,1504.45446187657,1677.92649710152,2590.19107,3221.89672
1996-11-28,366,894.478,1501.35057606222,1674.48657160793,2579.04199,3208.1125
1996-11-29,366,892.579,1498.24971402764,1671.04993443282,2567.92787,3194.37107
1996-11-30,366,892.8,1498.68951314572,1671.55929969215,2568.97672,3195.74785
1996-12-01,366,894.304,1501.29143543329,1674.48044736796,2577.438,3206.34648
1996-12-02,366,895.643,1503.61477592505,1677.09079830582,2584.93885,3215.75033
1996-12-03,366,893.034,1499.33200201242,1672.33720645934,2569.77637,3196.97702
1996-12-04,366,886.23,1488.04533385746,1659.77665362751,2530.58006,3148.32296
1996-12-05,366,884.679,1485.52230327096,1656.98342626716,2521.55217,3137.17086
1996-12-06,366,888.074,1491.32931149178,1663.48359463311,2540.83143,3161.24376
1996-12-07,366,886.237,1488.3297460797,1660.15934097506,2530.17257,3148.06426
1996-12-08,366,880.888,1479.47525036253,1650.30989532006,2499.63106,3110.16781
1996-12-09,366,878.973,1476.34488234923,1646.83965922757,2488.62387,3096.55348
1996-12-10,366,888.747,1492.9003661347,1665.33819950451,2544.01169,3165.58882
1996-12-11,366,891.727,1498.00564835629,1671.0550255871,2560.97418,3186.77881
1996-12-12,366,884.641,1486.23954222548,1657.95828102915,2520.29959,3136.27391
1996-12-13,366,876.563,1472.80775966226,1643.00336644137,2474.30634,3079.1485
1996-12-14,366,875.414,1470.95281552499,1640.9541430821,2467.64259,3070.93104
