date,na_model,eu_model,pc_model,em_model
1984-05-18,2.11085874237964,1.81785167290105,3.5162577962609,
1984-05-19,2.11086725861395,1.81682122383848,3.50879176264037,
1984-05-20,2.11154805250158,1.81636998752367,3.50245907589133,
1984-05-21,2.11152787747706,1.81531569551903,3.49497474568001,
1984-05-22,2.09644011877655,1.80130816258014,3.46256673069416,
1984-05-23,2.09429451249666,1.79843627102268,3.45165695748623,
1984-05-24,2.07799426359327,1.78341203770917,3.41744933377588,
1984-05-25,2.07937150852598,1.78357591847037,3.41244431521755,
1984-05-26,2.0804757229573,1.78350484007757,3.4069970600051,
1984-05-27,2.08126382613376,1.78316227288312,3.40103987463701,
1984-05-28,2.08114377397597,1.78204143639304,3.39360858065463,
1984-05-29,2.0742412421267,1.77511359793859,3.37513369004488,
1984-05-30,2.06969636139839,1.77021075267763,3.36055841392701,
1984-05-31,2.06159027161355,1.76226703051489,3.34024758871069,
1984-06-01,2.09178113912863,1.78690138835464,3.38725094534662,
1984-06-02,2.1052933067077,1.79725465838868,3.40719172318766,
1984-06-03,2.11597544263512,1.80517745027227,3.4225285299316,
1984-06-04,2.12075427000619,1.8080527077482,3.42829827520339,
1984-06-05,2.12013678184222,1.80632270540207,3.42533690424371,
1984-06-06,2.12901526467413,1.81268462095216,3.43771968830275,
1984-06-07,2.12839923887019,1.8109534796509,3.43475642422814,
1984-06-08,2.1289704516794,1.81023400471101,3.43371136219853,
1984-06-09,2.12706617681383,1.8074098124762,3.42867377900172,
1984-06-10,2.12210473717539,1.80199084619759,3.41871291672787,
1984-06-11,2.11523205081537,1.79495535984663,3.40568332834379,
1984-06-12,2.0991538395527,1.78011677877868,3.37784597175548,
1984-06-13,2.09377059213404,1.77436673123674,3.367249256592,
1984-06-14,2.07529811434604,1.75753108440712,3.33561318615387,
1984-06-15,2.05562579712926,1.73970103644214,3.30208390085546,
1984-06-16,2.05848306532592,1.74096111489283,3.30478281706992,
1984-06-17,2.06414357192672,1.74458958471069,3.31197801021642,
1984-06-18,2.07157227316505,1.74970691818391,3.32200101286602,
1984-06-19,2.08523203222097,1.76007960352122,3.34200368253423,
1984-06-20,2.10009039389203,1.77144945757948,3.36390343821614,
1984-06-21,2.09350285583019,1.76471360026109,3.35142528912124,
1984-06-22,2.09048798483424,1.760997509109,3.34467972133863,
1984-06-23,2.08778020590909,1.7575442758072,3.33843211656324,
1984-06-24,2.08539467790477,1.7543661402447,3.33270586373446,
1984-06-25,2.08262626427799,1.75086935093653,3.32637318058331,
1984-06-26,2.07602418073891,1.74415346537531,3.31392351841796,
1984-06-27,2.06822483212727,1.73643988509721,3.29957586828572,
1984-06-28,2.07952714166485,1.7447731849668,3.31571772900533,
1984-06-29,2.08964055153578,1.75209713995975,3.32994442695758,
1984-06-30,2.08888234394741,1.75029509306187,3.32682933467446,
1984-07-01,2.0877038483121,1.7461270755743,3.31941066898852,
1984-07-02,2.08618474901678,1.74168355112252,3.31146593587173,
1984-07-03,2.08417035536009,1.73683690752977,3.30275226709699,
1984-07-04,2.08814071720168,1.73698950739049,3.30354239354811,
1984-07-05,2.08012873658252,1.72716849158173,3.28536408179026,
1984-07-06,2.07210378285284,1.71736670749715,3.26721675685113,
1984-07-07,2.07134245447315,1.7136150072787,3.26057387249417,
1984-07-08,2.07149584344408,1.71062801422641,3.2553839432157,
1984-07-09,2.07079257551154,1.7069387966154,3.24885600901832,
1984-07-10,2.06874736228076,1.70215118308175,3.24023541932837,
1984-07-11,2.0438190669012,1.67854729231015,3.19579325032438,
1984-07-12,2.03331252262538,1.66686831179515,3.17404134363382,
1984-07-13,2.04570271923645,1.67399659772909,3.18809544676564,
1984-07-14,2.05128889155449,1.67552585848227,3.19149048368903,
1984-07-15,2.05580206240554,1.67616761158434,3.19319597751759,
1984-07-16,2.06001313753042,1.6765552051902,3.19441772597542,
1984-07-17,2.06398892403667,1.67674437698718,3.19526170892054,
1984-07-18,2.05223226039233,1.66414660068266,3.17173862642788,
1984-07-19,2.04045682909347,1.65157395257311,3.14825621419707,
1984-07-20,2.03108690854257,1.64098865589515,3.12855491304107,
1984-07-21,2.0223890827581,1.63097944904462,3.10994587437763,
1984-07-22,2.01429690281858,1.62148968514936,3.09232158452775,
1984-07-23,2.00774609814285,1.61326986426402,3.07711376330026,
1984-07-24,2.00318272337402,1.60667153903891,3.06499405850879,
1984-07-25,2.01930017691282,1.61667913499994,3.08454917183478,
1984-07-26,2.04762001745108,1.63641463931683,3.12267051738516,
1984-07-27,2.05648021488425,1.64052191503402,3.13098086650857,
1984-07-28,2.05532025893186,1.63661550968663,3.12399932790617,
1984-07-29,2.05011356453787,1.62949553835753,3.11088149222612,
1984-07-30,2.04892941618108,1.62559330576476,3.1039026124796,
1984-07-31,2.05903501078989,1.63065700707221,3.11404107118913,
1984-08-01,2.08310011549927,1.64831930784185,3.14797691094277,
1984-08-02,2.13533383502702,1.68823967177296,3.22442588634481,
1984-08-03,2.19862807378633,1.73683601464583,3.31745540786827,
1984-08-04,2.20507277283216,1.74044007701931,3.32455926531907,
1984-08-05,2.21100980928688,1.74363601508504,3.33088445682585,
1984-08-06,2.21473993461456,1.74508481193453,3.33387289102433,
1984-08-07,2.2009057204684,1.73269018761558,3.31041473609943,
1984-08-08,2.19687498522351,1.72803347616475,3.30173721987548,
1984-08-09,2.22843239318733,1.75137664701031,3.34655764745205,
1984-08-10,2.24528097955017,1.76311887734069,3.3692167058808,
1984-08-11,2.24430193667078,1.76084056138115,3.36508630239657,
1984-08-12,2.24153034622644,1.7571584526569,3.35827259254563,
1984-08-13,2.24058875832637,1.75491591810308,3.35420927072928,
1984-08-14,2.2427107029657,1.75507541311062,3.35473644689508,
1984-08-15,2.23007121267811,1.74368151162866,3.33317995462667,
1984-08-16,2.24080501688507,1.75058134362062,3.34659044471548,
1984-08-17,2.24785336401711,1.75458893203254,3.35447358570194,
1984-08-18,2.25240932021206,1.75664292405461,3.35862281410739,
1984-08-19,2.25580769964562,1.7577893305813,3.36103731459219,
1984-08-20,2.26040116870971,1.75986373758941,3.36522653331443,
1984-08-21,2.28103186285789,1.77441929341501,3.39328285213411,
1984-08-22,2.27947297975301,1.77168744278874,3.38828356032576,
1984-08-23,2.28161481562273,1.77183530037552,3.38879092066487,
1984-08-24,2.28622739911239,1.77390031774767,3.39296507016113,
1984-08-25,2.28497617314638,1.77141073451951,3.38842810666982,
1984-08-26,2.28031623288379,1.76628153409636,3.37884135684956,
1984-08-27,2.27907057003351,1.76380444668044,3.3743267286323,
1984-08-28,2.28616114228095,1.76778183499769,3.38215951650127,
1984-08-29,2.29078291676602,1.76984212818559,3.38632549775317,
1984-08-30,2.28674461561636,1.76520689274053,3.37768113373829,
1984-08-31,2.28765519817506,1.76439849379063,3.37635816736524,
1984-09-01,2.28744408222687,1.76330441557673,3.37569156330678,
1984-09-02,2.28635282800639,1.76153253535003,3.37372619960568,
1984-09-03,2.28450032770408,1.7591755284858,3.37063792259155,
1984-09-04,2.2615483505981,1.74057290393478,3.33641929431203,
1984-09-05,2.24974318184904,1.73056852506475,3.31865253543567,
1984-09-06,2.25653481100656,1.73487945021189,3.32832208809852,
1984-09-07,2.24720312681345,1.72678935117643,3.31420816357806,
1984-09-08,2.24312478174814,1.72274408020973,3.3078448780432,
1984-09-09,2.24033571985802,1.7196927848223,3.30338414864721,
1984-09-10,2.24028245591791,1.71874424392796,3.30295826651738,
1984-09-11,2.24707975397533,1.72305197502359,3.31263255686466,
1984-09-12,2.2538804618227,1.727357303014,3.32230980611062,
1984-09-13,2.28180719421056,1.74784844343686,3.36312559063499,
1984-09-14,2.29731983128214,1.75880849975173,3.38563583631289,
1984-09-15,2.29692589608094,1.75757860578025,3.38469928820966,
1984-09-16,2.29483600688488,1.75505179763826,3.38126377927429,
1984-09-17,2.29166674270303,1.75170168020372,3.37623857993246,
1984-09-18,2.27360653926223,1.73697229240006,3.34927606090565,
1984-09-19,2.27669214779212,1.73841283630803,3.35346933680452,
1984-09-20,2.27977959235204,1.73985277932367,3.3576643988851,
1984-09-21,2.26917201851362,1.73083913227154,3.34168848910758,
1984-09-22,2.27147916016839,1.73168539493386,3.34473472159511,
1984-09-23,2.27618904918849,1.73436204211229,3.35131830298268,
1984-09-24,2.27843600321431,1.73515873059799,3.35427419305339,
1984-09-25,2.2728020619476,1.7299523454073,3.34562730665657,
1984-09-26,2.28212584865621,1.73613611257645,3.35900039177415,
1984-09-27,2.29893674492786,1.74800873324622,3.38339071109644,
1984-09-28,2.28956112433473,1.73995733004773,3.36923666793185,
1984-09-29,2.28340750742957,1.73436252361829,3.35982695580009,
1984-09-30,2.27885423554586,1.72998868732817,3.35277395029579,
1984-10-01,2.27094250414054,1.72393166949159,3.34555617268337,
1984-10-02,2.25737025609596,1.71357796099237,3.3299743852143,
1984-10-03,2.25378792385433,1.71080824272587,3.32908220211515,
1984-10-04,2.26142759880925,1.71655710158345,3.34475794761784,
1984-10-05,2.26158373301232,1.71662517226704,3.34940069489809,
1984-10-06,2.25972605849972,1.71516468263992,3.3510674242349,
1984-10-07,2.25591661319881,1.71222285521385,3.34983833588143,
1984-10-08,2.25085010263914,1.7083270967703,3.34673353060784,
1984-10-09,2.24230373882391,1.70179046278241,3.33844057621346,
1984-10-10,2.23998016213737,1.69997697998118,3.33938461756444,
1984-10-11,2.24511235738871,1.70382197418544,3.35144047497595,
1984-10-12,2.25644792179056,1.71237449519417,3.37278251801096,
1984-10-13,2.26048093877518,1.71538475195705,3.38325957580198,
1984-10-14,2.26305274393464,1.71728597773629,3.39157139605665,
1984-10-15,2.26310675108449,1.71727649449102,3.39612590052396,
1984-10-16,2.24962219262029,1.70699376073212,3.38036990214315,
1984-10-17,2.23862757328589,1.69860097581247,3.368307749501,
1984-10-18,2.26355024086049,1.71746160409065,3.41025004020497,
1984-10-19,2.27607286504505,1.72691263470567,3.43361474729417,
1984-10-20,2.27843214121673,1.72865192702671,3.44170290176396,
1984-10-21,2.28038035739324,1.73007924348217,3.44918548464454,
1984-10-22,2.28266984582138,1.73176539106576,3.45719800643753,
1984-10-23,2.28527540792264,1.73369122987736,3.46570436675891,
1984-10-24,2.29528538354874,1.74123420560439,3.48545621237606,
1984-10-25,2.28677483906273,1.73472682309357,3.47713011012634,
1984-10-26,2.26963835280333,1.72167626041164,3.45565983562611,
1984-10-27,2.26317238693295,1.71672078726264,3.45037311646224,
1984-10-28,2.25829801726549,1.71297290352403,3.44749290705359,
1984-10-29,2.25527331073057,1.71062825241329,3.44742275069564,
1984-10-30,2.27757628733558,1.72749482408222,3.48606243390989,
1984-10-31,2.27524796784229,1.72567807575502,3.4870969053402,
1984-11-01,2.28695952040562,1.7349161492577,3.50726576140588,
1984-11-02,2.30850127968477,1.75161526293567,3.54253435942829,
1984-11-03,2.31386506310068,1.75604583029543,3.5530201567677,
1984-11-04,2.31735711381871,1.75905764484611,3.56064374428434,
1984-11-05,2.32268667164796,1.76346543800886,3.57109894094972,
1984-11-06,2.33314178621228,1.77176647302941,3.58944646551296,
1984-11-07,2.32394397716852,1.76514659481699,3.57758060661525,
1984-11-08,2.31352311629512,1.75759494300465,3.56381533395775,
1984-11-09,2.30310748926409,1.75004407500418,3.55003910575619,
1984-11-10,2.30128595495485,1.74902034053022,3.54949089465675,
1984-11-11,2.29946557550837,1.74799698770802,3.54894232740719,
1984-11-12,2.29764585980217,1.74697364357995,3.54839264692355,
1984-11-13,2.2958270528597,1.74595049459606,3.54784223106689,
1984-11-14,2.28910591491183,1.74119868266214,3.53971388856439,
1984-11-15,2.28361340575658,1.73737938781971,3.53347360832232,
